NL;FOL;LLM_FOL;BLEU;LE
Some animals are herbivores and eat only plants, while others are carnivores and eat only other animals.;∃x (Animal(x) ∧ Herbivore(x) ∧ EatsOnlyPlants(x)) ∧ ∃y (Animal(y) ∧ Carnivore(y) ∧ EatsOnlyAnimals(y));∃x (Herbivore(x) ∧ Eat(x, Plant)) ∧ ∃y (Carnivore(y) ∧ Eat(y, Animal));0.38513891590914906;0.953125
A refrigerator preserves perishables but not electronics.;∀x ∀y (Refrigerator(x) ∧ Perishable(y) → Preserves(x, y)) ∧ ¬(Refrigerator(x) ∧ Electronics(y) → Preserves(x, y));∀x (Preserves(x, Perishable) ∧ ¬Preserves(x, Electronics));0.10429792062182787;0.8125
A battery stores electrical energy and provides power to devices.;∀x∀y (Battery(x) ∧ Device(y) → (StoresElectricalEnergy(x) ∧ ProvidesPower(x, y)));∀x (Battery(x) → ElectricalEnergyStored(x) ∧ ProvidesPowerToDevices(x));0.23632824577390102;0.5625
A vehicle is considered a motorcycle if it has two wheels and an engine.;∀x (Vehicle(x) ∧ TwoWheels(x) ∧ HasEngine(x) → Motorcycle(x));∀x (Vehicle(x) ∧ TwoWheels(x) ∧ Engine(x) → Motorcycle(x));0.8787419089273848;1.0
A city has buildings, a park has trees, and a beach has sand.;∀x∀y∀z (City(x) ∧ Park(y) ∧ Beach(z) → (HasBuildings(x) ∧ HasTrees(y) ∧ HasSand(z)));"∀x (City(x) → ∃y (Building(y) ∧ LocatedIn(x, y))),
∀x (Park(x) → ∃y (Tree(y) ∧ LocatedIn(x, y))),
∃x (Beach(x) → ∃y (Sand(y) ∧ LocatedIn(x, y)))";0.16646314389123185;0.0
An oven is used for baking and cooking food.;∀x (Oven(x) → (UsedForBaking(x) ∧ UsedForCooking(x)));∀x (Oven(x) → Baking(x) ∧ Cooking(x));0.5971070986250356;0.75
A beverage that is made from fermented grains, has a specific alcohol content, and is popular in a particular region is typically a beer or an ale.;∀x∀y∀z (Beverage(x) ∧ MadeFromFermentedGrains(x) ∧ SpecificAlcoholContent(y) ∧ Has(x, y) ∧ PopularInRegion(x, z) ∧ ParticularRegion(z) → (Beer(x) ∨ Ale(x)));∀x (Beverage(x) ∧ MadeFromFermentedGrains(x) ∧ HasAlcoholContent(x, y) ∧ PopularInRegion(x, z) → (x = Beer ∨ x = Ale));0.4397139060075432;0.0
Sun rises in the east, sets in the west, and shines during the day.;∀x (Sun(x) → (RisesInEast(x) ∧ SetsInWest(x) ∧ ShinesDuringDay(x)));rise(Sun, East) ∧ set(Sun, West) ∧ shine(Sun, Day);0.0;0.5625
Wolves howl, while birds chirp.;∀x∀y (Wolf(x) ∧ Bird(y) → (Howls(x) ∧ Chirps(y)));∀x (Wolves(x) → Howl(x)) ∧ ∀y (Birds(y) → Chirp(y));0.3236222725384698;0.75
A person is a volunteer if they offer their time and skills for a cause without expecting compensation.;∀x (Volunteer(x) ↔ (Person(x) ∧ OffersTimeAndSkills(x) ∧ ForCause(x) ∧ ¬ExpectsCompensation(x)));volunteer(x) ∧ offer_time(x, y) ∧ offer_skills(x, y) ∧ cause(z) ∧ not(compensation(z)) → person(x);0.2326265258429799;0.0
A vehicle is considered a bicycle if it has two wheels, is powered by human effort, and is ridden by a rider who sits on a seat and pedals.;∀x (Vehicle(x) ∧ TwoWheels(x) ∧ PoweredByHumanEffort(x) ∧ RiderSitsOnSeatAndPedals(x) → Bicycle(x));∀x (Vehicle(x) ∧ TwoWheels(x) ∧ HumanEffortPowered(x) ∧ Rider(x, y) ∧ Seat(y) ∧ Pedals(y) → Bicycle(x));0.5151248113427926;0.9765625
A versatile musician plays different instruments, such as piano or guitar, and performs in various styles, like jazz or rock.;∀x (Musician(x) ∧ Versatile(x) ∧ (PlaysPiano(x) ∨ PlaysGuitar(x)) ∧ (PerformsInJazz(x) ∨ PerformsInRock(x)));∀x (VersatileMusician(x) → ∃y (Instrument(y) ∧ Plays(x, y)) ∧ ∃z (MusicStyle(z) ∧ Performs(x, z)));0.0;0.859375
A polygon with four sides is called a quadrilateral.;∀x (FourSides(x) → Quadrilateral(x));∀x (Polygon(x) ∧ Number_of_sides(x) = 4 → Quadrilateral(x));0.3595818888322724;0.0
A waterfall is a natural feature where water flows over a vertical drop or a series of steep drops, often found in mountainous areas or along rivers.;∀x (Waterfall(x) → NaturalFeature(x) ∧ WaterFlowsOverVerticalDrop(x) ∧ (FoundInMountainousAreas(x) ∨ FoundAlongRivers(x)));waterfall(X) :- natural_feature(X), water_flows_over(X, vertical_drop), location(X, mountainous_area), location(X, along_river).;0.0;0.0
A student is an honor student if they have good grades and participate in extracurricular activities.;∀x (Student(x) ∧ GoodGrades(x) ∧ ParticipatesInExtracurricularActivities(x) → HonorStudent(x));honor_student(X) :- good_grades(X), participates_in_extracurricular_activities(X).;0.0;0.0
A game played on a rectangular surface, involves two teams, and has the objective of scoring points by putting a ball into the opposing team's goal is classified as soccer.;∀x (Game(x) ∧ PlayedOnRectangularSurface(x) ∧ InvolvesTwoTeams(x) ∧ ObjectiveIsScoringPoints(x) ∧ PuttingBallInOpposingTeamsGoal(x) → Soccer(x));∀x (x isSoccer → (x isGame ∧ x isPlayedOnRectangularSurface ∧ x hasTwoTeams ∧ x hasObjectiveScorePoints ∧ x involvesPuttingBallIntoOpposingGoal));0.0;0.0
A thunderstorm occurs when warm air rises, creating instability in the atmosphere.;∀x (Thunderstorm(x) → (WarmAirRises(x) ∧ AtmosphericInstability(x)));thunderstorm(X) ∧ warm_air_rising(X) ∧ atmospheric_instability(X);0.0;0.5
A fruit ripens when it receives ethylene gas, has reached its maturity, and is not exposed to cold temperatures.;∀x (Fruit(x) ∧ ReceivesEthyleneGas(x) ∧ ReachedMaturity(x) ∧ ¬ExposedToColdTemperatures(x) → Ripens(x));ripens(X) :- receives_ethylene_gas(X), reached_maturity(X), not exposed_to_cold_temperatures(X).;0.0;0.0
A language x is considered a dead language if x is no longer spoken as a native language or used in daily communication.;∀x (Language(x) ∧ ¬(NativeLanguage(x) ∨ UsedInDailyCommunication(x)) → DeadLanguage(x));DeadLanguage(x) ∧ ¬SpokenAsNativeLanguage(x) ∧ ¬UsedInDailyCommunication(x) → Language(x);0.4177639554420558;1.0
There exist shapes that are neither squares nor circles nor triangles.;∃x (Shape(x) ∧ ¬(Square(x) ∨ Circle(x) ∨ Triangle(x)));∃x (Shape(x) ∧ ¬Square(x) ∧ ¬Circle(x) ∧ ¬Triangle(x));0.6269641331921132;1.0
A key opens a lock, but it does not close it.;∀x∀y (Key(x) ∧ Lock(y) → (Opens(x, y) ∧ ¬Closes(x, y)));∀x (Key(x) → OpenLock(x) ∧ ¬CloseLock(x));0.21022560347210673;0.5625
Rain occurs when clouds release water droplets.;∀x∀y (Cloud(x) ∧ ReleasesWaterDroplets(x) → Rain(y));Rain(X) ∧ Clouds(Y) → ReleaseWaterDroplets(X, Y);0.0;1.0
Chemists study chemical reactions, while biologists examine living organisms.;∀x∀y (Chemist(x) → StudiesChemicalReactions(x)) ∧ (Biologist(y) → ExaminesLivingOrganisms(y));∀x (Chemist(x) → Study(x, ChemicalReaction)) ∧ ∀y (Biologist(y) → Examine(y, LivingOrganism));0.4348417116708918;1.0
A liquid turns into a gas if it reaches its boiling point.;∀x (Liquid(x) ∧ ReachesBoilingPoint(x) → Gas(x));boiling_point(X) ∧ liquid(X) → gas(X);0.1908774095849974;1.0
A smartphone is water-resistant if it has a protective casing and sealed ports.;∀x (Smartphone(x) ∧ ProtectiveCasing(x) ∧ SealedPorts(x) → WaterResistant(x));waterResistant(X) :- protectiveCasing(X), sealedPorts(X).;0.0;0.0
A computer can have a desktop, laptop, or tablet form factor, but not more than one form factor.;∀x (Computer(x) → ((Desktop(x) ∧ ¬(Laptop(x) ∨ Tablet(x))) ∨ (Laptop(x) ∧ ¬(Desktop(x) ∨ Tablet(x))) ∨ (Tablet(x) ∧ ¬(Desktop(x) ∨ Laptop(x)))));FormFactor(X) ∧ Computer(Y) → (Desktop(Z) ∧ Laptop(W) ∧ Tablet(V) ∧ Y = Z ∨ W ∨ V) ∧ ¬(Desktop(Z) ∧ Laptop(W) ∧ Tablet(V) ∧ Z ≠ W ≠ V);0.14318595782812185;0.0
A musical instrument is considered versatile if it can produce a wide range of tones and is suitable for various musical styles.;∀x (MusicalInstrument(x) ∧ Versatile(x) ↔ (ProducesWideRangeOfTones(x) ∧ SuitableForVariousMusicalStyles(x)));∀x (Versatile(x) ↔ (WideRangeTones(x) ∧ SuitableForVariousStyles(x)));0.4676684490940927;0.75
A dancer performs on a stage.;∀x ∀y (Dancer(x) ∧ Stage(y) → PerformsOn(x, y));∃x ∃y (Dancer(x) ∧ Perform(x, y) ∧ Stage(y));0.6512999029095904;0.25
A planet orbits a star only when it has a stable elliptical path, and it is not a moon.;∀x ∀y (Planet(x) ∧ Star(y) ∧ StableEllipticalPath(x) ∧ ¬Moon(x) → Orbits(x, y));∀x (Planet(x) ∧ Star(y) → (Orbits(x, y) ↔ StableEllipticalPath(x) ∧ ¬Moon(x)));0.7208695204817304;0.84375
A material is considered elastic if it returns to its original shape after being stretched or compressed.;∀x (Material(x) ∧ ReturnsToOriginalShape(x) → Elastic(x));elastic(X) :- stretch(X, Y, Z), compress(X, Y, Z), return_to_original_shape(X, Y, Z);0.0;0.0
A bicycle has two wheels, a frame, and a seat, and can be used for transportation or exercise.;∀x (Bicycle(x) → (HasTwoWheels(x) ∧ HasFrame(x) ∧ HasSeat(x)) ∧ (UsedForTransportation(x) ∨ UsedForExercise(x)));∀x (Bicycle(x) → (TwoWheels(x) ∧ Frame(x) ∧ Seat(x) ∧ (Transportation(x) ∨ Exercise(x))));0.5677855459950424;0.875
Wearing a helmet reduces the risk of head injuries.;∀x (WearingHelmet(x) → ReducedRiskOfHeadInjuries(x));∀x (wearing(x, helmet) → reduces(risk(x, head_injury)));0.0;0.0
Some chairs are not made of wood.;∃x (Chair(x) ∧ ¬MadeOfWood(x));∃x (Chair(x) ∧ ¬MadeOfWood(x));1.0;1.0
A musical instrument x produces a pleasant sound if it is well-tuned and played by a skilled musician y.;∀x ∀y (MusicalInstrument(x) ∧ Musician(y) ∧ WellTuned(x) ∧ SkilledMusician(y) → ProducesPleasantSound(x, y));∀x (MusicalInstrument(x) → (WellTuned(x) ∧ SkilledMusician(y) → PleasantSound(x, y)));0.55775636363196;0.96875
Dolphins communicate with each other using sounds and body movements.;∀x∀y (Dolphin(x) ∧ Dolphin(y) → Communicates(x, y, SoundsAndBodyMovements));∀x (Dolphin(x) → (Communication(x, Sound) ∧ Communication(x, BodyMovement)));0.2702336727464513;0.75
A bird is classified as migratory if it travels long distances, has specific breeding and wintering grounds, and follows a seasonal pattern.;∀x (Bird(x) ∧ TravelsLongDistances(x) ∧ SpecificBreedingAndWinteringGrounds(x) ∧ SeasonalPattern(x) → Migratory(x));migratory(X) :- bird(X), travels_long_distances(X), has_specific_breeding_and_wintering_grounds(X), follows_seasonal_pattern(X).;0.0;0.0
Volcanoes can be dormant, active, or extinct, depending on their current state of eruption activity.;∀x (Volcano(x) → (Dormant(x) ⊕ Active(x) ⊕ Extinct(x)));∀x (Volcano(x) → (Dormant(x) ∨ Active(x) ∨ Extinct(x)));0.7749224723289705;0.8125
A movie is not both silent and having a soundtrack.;∀x (Movie(x) → ¬(Silent(x) ∧ Soundtrack(x)));¬(Movie(x) ∧ Silent(x) ∧ HasSoundtrack(x));0.4709221710040108;1.0
A meal is satisfying if it's flavorful, has a variety of textures, and doesn't leave one feeling overly full or still hungry.;∀x (Meal(x) ∧ Satisfying(x) ↔ (Flavorful(x) ∧ VarietyOfTextures(x) ∧ ¬OverlyFull(x) ∧ ¬StillHungry(x)));satisfying(X) ∧ flavorful(X) ∧ variety_of_textures(X) ∧ not_overly_full(X) ∧ not_still_hungry(X);0.0;0.28125
A tree that grows in a desert environment and has deep roots is adapted to store water for extended periods of time.;∀x∀z (Tree(x) ∧ DesertEnvironment(z) ∧ GrowsIn(x, z) ∧ DeepRoots(x) → AdaptedToStoreWater(x));∀x (Tree(x) ∧ GrowsInDesert(x) ∧ DeepRoots(x) → AdaptedToStoreWater(x));0.5057778967414377;0.96875
A student passes a course when they attend regularly and score above the passing grade, or they may pass if they score exceptionally high on the final exam.;∀x (Student(x) ∧ Course(y) ∧ RegularAttendance(x, y) ∧ AbovePassingGrade(x, y) → Passes(x, y)) ∨ (Student(x) ∧ Course(y) ∧ ExceptionalFinalExamScore(x, y) → Passes(x, y));"Passes(Course, Student) :- AttendsRegularly(Course, Student), ScoreAbovePassingGrade(Course, Student).
Passes(Course, Student) :- ExceptionalScoreOnFinalExam(Course, Student).";0.0;0.0
A vibrant community organizes engaging events, promotes inclusivity, and fosters a sense of belonging among its members.;∀x (Community(x) ∧ OrganizesEngagingEvents(x) ∧ PromotesInclusivity(x) ∧ FostersSenseOfBelonging(x) → Vibrant(x));∀x (VibrantCommunity(x) → (EngagingEvents(x) ∧ PromotesInclusivity(x) ∧ FostersBelonging(x)));0.5122862442521953;0.59375
A robust security system detects intrusions, sends alerts to property owners, and ensures the safety of occupants within a building.;∀x∀y∀z (SecuritySystem(x) ∧ Building(y) ∧ Occupant(z, y) ∧ DetectsIntrusions(x, y) ∧ SendsAlertsToPropertyOwners(x, y) ∧ EnsuresSafetyOfOccupants(x, z) → Robust(x));∀x (robust_security_system(x) → (detects_intrusions(x) ∧ sends_alerts_to_owners(x) ∧ ensures_occupants_safety(x)));0.10275561621472089;0.5703125
A dog that is trained to assist people with disabilities and has passed certification tests is a service dog.;∀x ((Dog(x) ∧ TrainedToAssistPeopleWithDisabilities(x) ∧ PassedCertificationTests(x)) → ServiceDog(x));service_dog(X) :- trained_to_assist(X, Y), has_passed_certification_tests(X, Y).;0.0;0.0
A musical performance can be live and in-person, or it can be pre-recorded and streamed.;∀x (MusicalPerformance(x) → ((Live(x) ∧ InPerson(x)) ∨ (PreRecorded(x) ∧ Streamed(x))));∀x (MusicalPerformance(x) → (LiveInPerson(x) ∨ PreRecordedStreamed(x)));0.33387139826038253;0.84375
Snow forms at freezing temperatures, while rain occurs at temperatures above freezing.;∀x (Snow(x) → FormsAtFreezingTemperatures(x)) ∧ ∀y (Rain(y) → OccursAtAboveFreezingTemperatures(y));∀x (freezing(x) ∧ snow(x) → ¬rain(x)) ∧ ∀y (not_freezing(y) ∧ rain(y) → ¬snow(y));0.44149644277317635;0.578125
A device that stores and retrieves data and can be connected to a computer is a storage device.;∀x (Device(x) ∧ StoresData(x) ∧ RetrievesData(x) ∧ ConnectableToComputer(x) → StorageDevice(x));∀x (Device(x) ∧ DataStorage(x) ∧ ConnectableToComputer(x) → StorageDevice(x));0.7070489723045397;0.96875
A movie can be classified as either a comedy, drama, or action film.;∀x (Movie(x) → Comedy(x) ⊕ Drama(x) ⊕ Action(x));∀x (Movie(x) → (Comedy(x) ∨ Drama(x) ∨ Action(x)));0.6090291470054996;0.5625
A vehicle that can travel both on land and water is called an amphibious vehicle.;∀x (Vehicle(x) ∧ TravelsOnLand(x) ∧ TravelsOnWater(x) → AmphibiousVehicle(x));amphibious(X) :- vehicle(X), land_travel(X), water_travel(X).;0.0;0.0
A triangle is equilateral or isosceles, but not both.;∀x (Triangle(x) → (Equilateral(x) ⊕ Isosceles(x)));∀x (Triangle(x) → (Equilateral(x) ∨ Isosceles(x)) ∧ ¬(Equilateral(x) ∧ Isosceles(x)));0.5032370023805727;0.875
A device is a smartphone if it has a touchscreen interface, internet access, and can run applications for various purposes.;∀x (Smartphone(x) ↔ (Device(x) ∧ TouchscreenInterface(x) ∧ InternetAccess(x) ∧ RunsApplications(x)));device(x) ∧ touchscreen_interface(x) ∧ internet_access(x) ∧ run_applications(x) → smartphone(x);0.38353405395572304;0.53125
A ball is red or a cube is blue, but not both.;∃x ∃y (Ball(x) ∧ Cube(y) ∧ (Red(x) ∨ Blue(y)) ∧ ¬(Red(x) ∧ Blue(y)));(Red(ball) ∨ Blue(cube)) ∧ ¬(Red(ball) ∧ Blue(cube));0.2754219574532049;0.625
An animal that has feathers, lays eggs, and is warm-blooded is classified as a bird.;∀x (Animal(x) ∧ HasFeathers(x) ∧ LaysEggs(x) ∧ WarmBlooded(x) → Bird(x));(Feathered(X) ∧ EggLayer(X) ∧ WarmBlooded(X) → Bird(X));0.20487271926537462;0.96875
A product is in high demand if it is innovative, well-advertised, and solves a common problem.;∀x (Product(x) ∧ Innovative(x) ∧ WellAdvertised(x) ∧ SolvesCommonProblem(x) → HighDemand(x));∀x (HighDemand(x) ↔ Innovative(x) ∧ WellAdvertised(x) ∧ SolvesCommonProblem(x));0.6434993439607255;0.15625
A train and a bus are both means of public transportation.;∀x∀y (Train(x) ∧ Bus(y) → (PublicTransportation(x) ∧ PublicTransportation(y)));∀x (Train(x) ∧ Bus(x) → PublicTransportation(x));0.3739193755445518;0.9375
A cake is sweet and is made from flour.;∀x (Cake(x) → (IsSweet(x) ∧ MadeFromFlour(x)));sweet(x) ∧ madeFromFlour(x) → cake(x);0.5097786118996651;0.75
Sharks have cartilaginous skeletons, live in the ocean, and are carnivorous.;CartilaginousSkeleton(shark) ∧ OceanDweller(shark) ∧ Carnivorous(shark);Shark(x) ∧ CartilaginousSkeleton(x) ∧ OceanHabitat(x) ∧ Carnivorous(x);0.18543829210530705;0.9375
A smartphone facilitates communication and access to information, enabling users to stay connected and enhancing their productivity.;∀x (Smartphone(x) → (FacilitatesCommunication(x) ∧ AccessToInformation(x) ∧ EnablesConnectivity(x) ∧ EnhancesProductivity(x)));∀x (Smartphone(x) → FacilitatesCommunication(x) ∧ AccessToInformation(x) ∧ StayConnected(x) ∧ EnhanceProductivity(x));0.6852031012627151;0.5625
A laptop has a built-in keyboard and a display screen.;∀x (Laptop(x) → (BuiltInKeyboard(x) ∧ DisplayScreen(x)));∀x (Laptop(x) → BuiltInKeyboard(x) ∧ DisplayScreen(x));0.8061898627027144;0.75
If a food is spicy, it contains hot ingredients.;∀x (Food(x) ∧ Spicy(x) ↔ ContainsHotIngredients(x));spicy(X) → hotIngredients(X);0.0;0.75
A square has four sides of equal length and four right angles.;∀x (Square(x) → (NumberOfSides(x, 4) ∧ EqualLengthSides(x) ∧ NumberOfRightAngles(x, 4)));∀x (Square(x) → (∀y (Side(x, y) → EqualLength(y)) ∧ ∀z (Angle(x, z) → RightAngle(z))));0.2930062344699059;0.78125
A movie that is critically acclaimed has an engaging storyline and excellent acting.;∀x (Movie(x) ∧ CriticallyAcclaimed(x) → (EngagingStoryline(x) ∧ ExcellentActing(x)));critically_acclaimed(X) ∧ engaging_storyline(X) ∧ excellent_acting(X) → movie(X);0.0;0.875
A baker bakes bread.;∀x∀y (Baker(x) ∧ Bread(y) → Bakes(x, y));∀x (Baker(x) → Bakes(x, Bread));0.40633222439350314;0.875
Some athletes compete in individual sports, team sports, or both.;∃x (Athlete(x) ∧ (IndividualSportCompetitor(x) ∨ TeamSportCompetitor(x) ∨ (IndividualSportCompetitor(x) ∧ TeamSportCompetitor(x))));∃x (Athlete(x) ∧ (IndividualSport(x) ∨ TeamSport(x) ∨ (IndividualSport(x) ∧ TeamSport(x))));0.6464243389743443;1.0
